"Registry name","Map color (hex)","Map color (int)"
"born_in_chaos_v1:puddleofintoxication","#4040FF","4210943"
"born_in_chaos_v1:purple_stained_glass","#000000","0"
"born_in_chaos_v1:purple_stained_glass_panel","#000000","0"
"born_in_chaos_v1:river_mint","#007C00","31744"
"born_in_chaos_v1:scarlet_stained_glass","#000000","0"
"born_in_chaos_v1:scarlet_stained_glass_panel","#000000","0"
"born_in_chaos_v1:scorched_log","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_button","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_door","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_fence","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_fence_gate","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_pressure_plates","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_slab","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_stairs","#8F7748","9402184"
"born_in_chaos_v1:scorched_planks_trapdoor","#8F7748","9402184"
"born_in_chaos_v1:scorched_wood","#8F7748","9402184"
"born_in_chaos_v1:smoldering_scorched_log","#8F7748","9402184"
"born_in_chaos_v1:smoldering_scorched_wood","#8F7748","9402184"
"born_in_chaos_v1:spiny_shell_trap","#707070","7368816"
"born_in_chaos_v1:stained_black_argillite_brick","#707070","7368816"
"born_in_chaos_v1:stained_black_argillite_brick_n","#707070","7368816"
"born_in_chaos_v1:stripped_scorched_log","#8F7748","9402184"
"born_in_chaos_v1:stripped_scorched_wood","#8F7748","9402184"
"citadel:lectern","#8F7748","9402184"
"clayworks:black_terracotta_brick_slab","#251610","2430480"
"clayworks:black_terracotta_brick_stairs","#251610","2430480"
"clayworks:black_terracotta_brick_vertical_slab","#251610","2430480"
"clayworks:black_terracotta_brick_wall","#251610","2430480"
"clayworks:black_terracotta_bricks","#251610","2430480"
"clayworks:black_terracotta_slab","#251610","2430480"
"clayworks:black_terracotta_stairs","#251610","2430480"
"clayworks:black_terracotta_vertical_slab","#251610","2430480"
"clayworks:black_terracotta_wall","#251610","2430480"
"clayworks:blue_terracotta_brick_slab","#4C3E5C","4996700"
"clayworks:blue_terracotta_brick_stairs","#4C3E5C","4996700"
"clayworks:blue_terracotta_brick_vertical_slab","#4C3E5C","4996700"
"clayworks:blue_terracotta_brick_wall","#4C3E5C","4996700"
"clayworks:blue_terracotta_bricks","#4C3E5C","4996700"
"clayworks:blue_terracotta_slab","#4C3E5C","4996700"
"clayworks:blue_terracotta_stairs","#4C3E5C","4996700"
"clayworks:blue_terracotta_vertical_slab","#4C3E5C","4996700"
"clayworks:blue_terracotta_wall","#4C3E5C","4996700"
"clayworks:brown_terracotta_brick_slab","#4C3223","4993571"
"clayworks:brown_terracotta_brick_stairs","#4C3223","4993571"
"clayworks:brown_terracotta_brick_vertical_slab","#4C3223","4993571"
"clayworks:brown_terracotta_brick_wall","#4C3223","4993571"
"clayworks:brown_terracotta_bricks","#4C3223","4993571"
"clayworks:brown_terracotta_slab","#4C3223","4993571"
"clayworks:brown_terracotta_stairs","#4C3223","4993571"
"clayworks:brown_terracotta_vertical_slab","#4C3223","4993571"
"clayworks:brown_terracotta_wall","#4C3223","4993571"
"clayworks:chiseled_black_terracotta_bricks","#251610","2430480"
"clayworks:chiseled_blue_terracotta_bricks","#4C3E5C","4996700"
"clayworks:chiseled_bricks","#993333","10040115"
"clayworks:chiseled_brown_terracotta_bricks","#4C3223","4993571"
"clayworks:chiseled_cyan_terracotta_bricks","#575C5C","5725276"
"clayworks:chiseled_gray_terracotta_bricks","#392923","3746083"
"clayworks:chiseled_green_terracotta_bricks","#4C522A","5001770"
"clayworks:chiseled_light_blue_terracotta_bricks","#706C8A","7367818"
"clayworks:chiseled_light_gray_terracotta_bricks","#D87F33","14188339"
"clayworks:chiseled_lime_terracotta_bricks","#677535","6780213"
"clayworks:chiseled_magenta_terracotta_bricks","#95576C","9787244"
"clayworks:chiseled_orange_terracotta_bricks","#9F5224","10441252"
"clayworks:chiseled_pink_terracotta_bricks","#A04D4E","10505550"
"clayworks:chiseled_purple_terracotta_bricks","#7A4958","8014168"
"clayworks:chiseled_red_terracotta_bricks","#8E3C2E","9321518"
"clayworks:chiseled_terracotta_bricks","#D87F33","14188339"
"clayworks:chiseled_white_terracotta_bricks","#D1B1A1","13742497"
"clayworks:chiseled_yellow_terracotta_bricks","#BA8524","12223780"
"clayworks:cyan_terracotta_brick_slab","#575C5C","5725276"
"clayworks:cyan_terracotta_brick_stairs","#575C5C","5725276"
"clayworks:cyan_terracotta_brick_vertical_slab","#575C5C","5725276"
"clayworks:cyan_terracotta_brick_wall","#575C5C","5725276"
"clayworks:cyan_terracotta_bricks","#575C5C","5725276"
"clayworks:cyan_terracotta_slab","#575C5C","5725276"
"clayworks:cyan_terracotta_stairs","#575C5C","5725276"
"clayworks:cyan_terracotta_vertical_slab","#575C5C","5725276"
"clayworks:cyan_terracotta_wall","#575C5C","5725276"
"clayworks:glazed_terracotta","#993333","10040115"
"clayworks:gray_terracotta_brick_slab","#392923","3746083"
"clayworks:gray_terracotta_brick_stairs","#392923","3746083"
"clayworks:gray_terracotta_brick_vertical_slab","#392923","3746083"
"clayworks:gray_terracotta_brick_wall","#392923","3746083"
"clayworks:gray_terracotta_bricks","#392923","3746083"
"clayworks:gray_terracotta_slab","#392923","3746083"
"clayworks:gray_terracotta_stairs","#392923","3746083"
"clayworks:gray_terracotta_vertical_slab","#392923","3746083"
"clayworks:gray_terracotta_wall","#392923","3746083"
"clayworks:green_terracotta_brick_slab","#4C522A","5001770"
"clayworks:green_terracotta_brick_stairs","#4C522A","5001770"
"clayworks:green_terracotta_brick_vertical_slab","#4C522A","5001770"
"clayworks:green_terracotta_brick_wall","#4C522A","5001770"
"clayworks:green_terracotta_bricks","#4C522A","5001770"
"clayworks:green_terracotta_slab","#4C522A","5001770"
"clayworks:green_terracotta_stairs","#4C522A","5001770"
"clayworks:green_terracotta_vertical_slab","#4C522A","5001770"
"clayworks:green_terracotta_wall","#4C522A","5001770"
"clayworks:kiln","#707070","7368816"
"clayworks:light_blue_terracotta_brick_slab","#706C8A","7367818"
"clayworks:light_blue_terracotta_brick_stairs","#706C8A","7367818"
"clayworks:light_blue_terracotta_brick_vertical_slab","#706C8A","7367818"
"clayworks:light_blue_terracotta_brick_wall","#706C8A","7367818"
"clayworks:light_blue_terracotta_bricks","#706C8A","7367818"
"clayworks:light_blue_terracotta_slab","#706C8A","7367818"
"clayworks:light_blue_terracotta_stairs","#706C8A","7367818"
"clayworks:light_blue_terracotta_vertical_slab","#706C8A","7367818"
"clayworks:light_blue_terracotta_wall","#706C8A","7367818"
"clayworks:light_gray_terracotta_brick_slab","#876B62","8874850"
"clayworks:light_gray_terracotta_brick_stairs","#876B62","8874850"
"clayworks:light_gray_terracotta_brick_vertical_slab","#876B62","8874850"
"clayworks:light_gray_terracotta_brick_wall","#876B62","8874850"
"clayworks:light_gray_terracotta_bricks","#876B62","8874850"
"clayworks:light_gray_terracotta_slab","#876B62","8874850"
"clayworks:light_gray_terracotta_stairs","#876B62","8874850"
"clayworks:light_gray_terracotta_vertical_slab","#876B62","8874850"
"clayworks:light_gray_terracotta_wall","#876B62","8874850"
"clayworks:lime_terracotta_brick_slab","#677535","6780213"
"clayworks:lime_terracotta_brick_stairs","#677535","6780213"
"clayworks:lime_terracotta_brick_vertical_slab","#677535","6780213"
"clayworks:lime_terracotta_brick_wall","#677535","6780213"
"clayworks:lime_terracotta_bricks","#677535","6780213"
"clayworks:lime_terracotta_slab","#677535","6780213"
"clayworks:lime_terracotta_stairs","#677535","6780213"
"clayworks:lime_terracotta_vertical_slab","#677535","6780213"
"clayworks:lime_terracotta_wall","#677535","6780213"
"clayworks:magenta_terracotta_brick_slab","#95576C","9787244"
"clayworks:magenta_terracotta_brick_stairs","#95576C","9787244"
"clayworks:magenta_terracotta_brick_vertical_slab","#95576C","9787244"
"clayworks:magenta_terracotta_brick_wall","#95576C","9787244"
"clayworks:magenta_terracotta_bricks","#95576C","9787244"
"clayworks:magenta_terracotta_slab","#95576C","9787244"
"clayworks:magenta_terracotta_stairs","#95576C","9787244"
"clayworks:magenta_terracotta_vertical_slab","#95576C","9787244"
"clayworks:magenta_terracotta_wall","#95576C","9787244"
"clayworks:orange_terracotta_brick_slab","#9F5224","10441252"
"clayworks:orange_terracotta_brick_stairs","#9F5224","10441252"
"clayworks:orange_terracotta_brick_vertical_slab","#9F5224","10441252"
"clayworks:orange_terracotta_brick_wall","#9F5224","10441252"
"clayworks:orange_terracotta_bricks","#9F5224","10441252"
"clayworks:orange_terracotta_slab","#9F5224","10441252"
"clayworks:orange_terracotta_stairs","#9F5224","10441252"
"clayworks:orange_terracotta_vertical_slab","#9F5224","10441252"
"clayworks:orange_terracotta_wall","#9F5224","10441252"
"clayworks:pink_terracotta_brick_slab","#A04D4E","10505550"
"clayworks:pink_terracotta_brick_stairs","#A04D4E","10505550"
"clayworks:pink_terracotta_brick_vertical_slab","#A04D4E","10505550"
"clayworks:pink_terracotta_brick_wall","#A04D4E","10505550"
"clayworks:pink_terracotta_bricks","#A04D4E","10505550"
"clayworks:pink_terracotta_slab","#A04D4E","10505550"
"clayworks:pink_terracotta_stairs","#A04D4E","10505550"
"clayworks:pink_terracotta_vertical_slab","#A04D4E","10505550"
"clayworks:pink_terracotta_wall","#A04D4E","10505550"
"clayworks:purple_terracotta_brick_slab","#7A4958","8014168"
"clayworks:purple_terracotta_brick_stairs","#7A4958","8014168"
"clayworks:purple_terracotta_brick_vertical_slab","#7A4958","8014168"
"clayworks:purple_terracotta_brick_wall","#7A4958","8014168"
"clayworks:purple_terracotta_bricks","#7A4958","8014168"
"clayworks:purple_terracotta_slab","#7A4958","8014168"
"clayworks:purple_terracotta_stairs","#7A4958","8014168"
"clayworks:purple_terracotta_vertical_slab","#7A4958","8014168"
"clayworks:purple_terracotta_wall","#7A4958","8014168"
"clayworks:red_terracotta_brick_slab","#8E3C2E","9321518"
"clayworks:red_terracotta_brick_stairs","#8E3C2E","9321518"
"clayworks:red_terracotta_brick_vertical_slab","#8E3C2E","9321518"
"clayworks:red_terracotta_brick_wall","#8E3C2E","9321518"
"clayworks:red_terracotta_bricks","#8E3C2E","9321518"
"clayworks:red_terracotta_slab","#8E3C2E","9321518"
"clayworks:red_terracotta_stairs","#8E3C2E","9321518"
"clayworks:red_terracotta_vertical_slab","#8E3C2E","9321518"
"clayworks:red_terracotta_wall","#8E3C2E","9321518"
"clayworks:terracotta_brick_slab","#D87F33","14188339"
"clayworks:terracotta_brick_stairs","#D87F33","14188339"
"clayworks:terracotta_brick_vertical_slab","#D87F33","14188339"
"clayworks:terracotta_brick_wall","#D87F33","14188339"
"clayworks:terracotta_bricks","#D87F33","14188339"
"clayworks:terracotta_slab","#D87F33","14188339"
"clayworks:terracotta_stairs","#D87F33","14188339"
"clayworks:terracotta_vertical_slab","#D87F33","14188339"
"clayworks:terracotta_wall","#D87F33","14188339"
"clayworks:white_terracotta_brick_slab","#D1B1A1","13742497"
"clayworks:white_terracotta_brick_stairs","#D1B1A1","13742497"
"clayworks:white_terracotta_brick_vertical_slab","#D1B1A1","13742497"
"clayworks:white_terracotta_brick_wall","#D1B1A1","13742497"
"clayworks:white_terracotta_bricks","#D1B1A1","13742497"
"clayworks:white_terracotta_slab","#D1B1A1","13742497"
"clayworks:white_terracotta_stairs","#D1B1A1","13742497"
"clayworks:white_terracotta_vertical_slab","#D1B1A1","13742497"
"clayworks:white_terracotta_wall","#D1B1A1","13742497"
"clayworks:yellow_terracotta_brick_slab","#BA8524","12223780"
"clayworks:yellow_terracotta_brick_stairs","#BA8524","12223780"
"clayworks:yellow_terracotta_brick_vertical_slab","#BA8524","12223780"
"clayworks:yellow_terracotta_brick_wall","#BA8524","12223780"
"clayworks:yellow_terracotta_bricks","#BA8524","12223780"
"clayworks:yellow_terracotta_slab","#BA8524","12223780"
"clayworks:yellow_terracotta_stairs","#BA8524","12223780"
"clayworks:yellow_terracotta_vertical_slab","#BA8524","12223780"
"clayworks:yellow_terracotta_wall","#BA8524","12223780"
"cofh_core:ender_air","#000000","0"
"cofh_core:glossed_magma","#700200","7340544"
"cofh_core:glow_air","#000000","0"
"cofh_core:lightning_air","#000000","0"
"cofh_core:signal_air","#000000","0"
"copperandtuffbackport:chiseled_copper","#D87F33","14188339"
"copperandtuffbackport:chiseled_tuff","#392923","3746083"
"copperandtuffbackport:chiseled_tuff_bricks","#392923","3746083"
"copperandtuffbackport:copper_bulb","#D87F33","14188339"
"copperandtuffbackport:copper_door","#D87F33","14188339"
"copperandtuffbackport:copper_grate","#D87F33","14188339"
"copperandtuffbackport:copper_trapdoor","#D87F33","14188339"
"copperandtuffbackport:exposed_chiseled_copper","#876B62","8874850"
"copperandtuffbackport:exposed_copper_bulb","#876B62","8874850"
"copperandtuffbackport:exposed_copper_door","#876B62","8874850"
"copperandtuffbackport:exposed_copper_grate","#876B62","8874850"
"copperandtuffbackport:exposed_copper_trapdoor","#876B62","8874850"
"copperandtuffbackport:oxidized_chiseled_copper","#167E86","1474182"
"copperandtuffbackport:oxidized_copper_bulb","#167E86","1474182"
"copperandtuffbackport:oxidized_copper_door","#167E86","1474182"
"copperandtuffbackport:oxidized_copper_grate","#167E86","1474182"
"copperandtuffbackport:oxidized_copper_trapdoor","#167E86","1474182"
"copperandtuffbackport:polished_tuff","#392923","3746083"
"copperandtuffbackport:polished_tuff_slab","#392923","3746083"
"copperandtuffbackport:polished_tuff_stairs","#392923","3746083"
"copperandtuffbackport:polished_tuff_wall","#392923","3746083"
"copperandtuffbackport:tuff_brick_slab","#392923","3746083"
"copperandtuffbackport:tuff_brick_stairs","#392923","3746083"
"copperandtuffbackport:tuff_brick_wall","#392923","3746083"
"copperandtuffbackport:tuff_bricks","#392923","3746083"
"copperandtuffbackport:tuff_slab","#392923","3746083"
"copperandtuffbackport:tuff_stairs","#392923","3746083"
"copperandtuffbackport:tuff_wall","#392923","3746083"
"copperandtuffbackport:waxed_chiseled_copper","#D87F33","14188339"
"copperandtuffbackport:waxed_copper_bulb","#D87F33","14188339"
"copperandtuffbackport:waxed_copper_door","#D87F33","14188339"
"copperandtuffbackport:waxed_copper_grate","#D87F33","14188339"
"copperandtuffbackport:waxed_copper_trapdoor","#D87F33","14188339"
"copperandtuffbackport:waxed_exposed_chiseled_copper","#876B62","8874850"
"copperandtuffbackport:waxed_exposed_copper_bulb","#876B62","8874850"
"copperandtuffbackport:waxed_exposed_copper_door","#876B62","8874850"
"copperandtuffbackport:waxed_exposed_copper_grate","#876B62","8874850"
"copperandtuffbackport:waxed_exposed_copper_trapdoor","#876B62","8874850"
"copperandtuffbackport:waxed_oxidized_chiseled_copper","#167E86","1474182"
"copperandtuffbackport:waxed_oxidized_copper_bulb","#167E86","1474182"
"copperandtuffbackport:waxed_oxidized_copper_door","#167E86","1474182"
"copperandtuffbackport:waxed_oxidized_copper_grate","#167E86","1474182"
"copperandtuffbackport:waxed_oxidized_copper_trapdoor","#167E86","1474182"
"copperandtuffbackport:waxed_weathered_chiseled_copper","#3A8E8C","3837580"
"copperandtuffbackport:waxed_weathered_copper_bulb","#3A8E8C","3837580"
"copperandtuffbackport:waxed_weathered_copper_door","#3A8E8C","3837580"
"copperandtuffbackport:waxed_weathered_copper_grate","#3A8E8C","3837580"
"copperandtuffbackport:waxed_weathered_copper_trapdoor","#3A8E8C","3837580"
"copperandtuffbackport:weathered_chiseled_copper","#3A8E8C","3837580"
"copperandtuffbackport:weathered_copper_bulb","#3A8E8C","3837580"
"copperandtuffbackport:weathered_copper_door","#3A8E8C","3837580"
"copperandtuffbackport:weathered_copper_grate","#3A8E8C","3837580"
"copperandtuffbackport:weathered_copper_trapdoor","#3A8E8C","3837580"
"corail_woodcutter:acacia_woodcutter","#8F7748","9402184"
"corail_woodcutter:birch_woodcutter","#8F7748","9402184"
"corail_woodcutter:cherry_woodcutter","#8F7748","9402184"
"corail_woodcutter:crimson_woodcutter","#8F7748","9402184"
"corail_woodcutter:dark_oak_woodcutter","#8F7748","9402184"
"corail_woodcutter:dead_woodcutter","#8F7748","9402184"
"corail_woodcutter:fir_woodcutter","#8F7748","9402184"
"corail_woodcutter:hellbark_woodcutter","#8F7748","9402184"
"corail_woodcutter:jacaranda_woodcutter","#8F7748","9402184"
"corail_woodcutter:jungle_woodcutter","#8F7748","9402184"
"corail_woodcutter:magic_woodcutter","#8F7748","9402184"
"corail_woodcutter:mahogany_woodcutter","#8F7748","9402184"
"corail_woodcutter:mangrove_woodcutter","#8F7748","9402184"
"corail_woodcutter:oak_woodcutter","#8F7748","9402184"
"corail_woodcutter:palm_woodcutter","#8F7748","9402184"
"corail_woodcutter:redwood_woodcutter","#8F7748","9402184"
"corail_woodcutter:spruce_woodcutter","#8F7748","9402184"
"corail_woodcutter:umbran_woodcutter","#8F7748","9402184"
"corail_woodcutter:warped_woodcutter","#8F7748","9402184"
"corail_woodcutter:willow_woodcutter","#8F7748","9402184"
"corn_delight:corn_crate","#8F7748","9402184"
"corn_delight:corn_crop","#007C00","31744"
"corn_delight:corn_kernel_bag","#FFFFFF","16777215"
"corn_delight:nachos_block","#000000","0"
"corn_delight:popcorn_box","#E5E533","15066419"
"corn_delight:wild_corn","#007C00","31744"
"creeperoverhaul:potted_tiny_cactus","#000000","0"
"creeperoverhaul:tiny_cactus","#007C00","31744"
"culturaldelights:avocado_crate","#8F7748","9402184"
"culturaldelights:avocado_leaves","#007C00","31744"
"culturaldelights:avocado_log","#976D4D","9923917"
"culturaldelights:avocado_pit","#007C00","31744"
"culturaldelights:avocado_sapling","#007C00","31744"
"culturaldelights:avocado_wood","#976D4D","9923917"
"culturaldelights:corn","#007C00","31744"
"culturaldelights:corn_cob_crate","#8F7748","9402184"
"culturaldelights:corn_upper","#007C00","31744"
"culturaldelights:cucumber_crate","#8F7748","9402184"
"culturaldelights:cucumbers","#007C00","31744"
"culturaldelights:eggplant_crate","#8F7748","9402184"
"culturaldelights:eggplants","#007C00","31744"
"culturaldelights:exotic_roll_medley","#000000","0"
"culturaldelights:fruiting_avocado_leaves","#007C00","31744"
"culturaldelights:pickle_crate","#8F7748","9402184"
"culturaldelights:white_eggplant_crate","#8F7748","9402184"
"culturaldelights:wild_corn","#007C00","31744"
"culturaldelights:wild_cucumbers","#007C00","31744"
"culturaldelights:wild_eggplants","#007C00","31744"
"custommachinery:custom_machine_block","#707070","7368816"
"desolation:ash_block","#F7E9A3","16247203"
"desolation:ash_block_10","#F7E9A3","16247203"
"desolation:ash_block_12","#F7E9A3","16247203"
"desolation:ash_block_14","#F7E9A3","16247203"
"desolation:ash_block_2","#F7E9A3","16247203"
"desolation:ash_block_4","#F7E9A3","16247203"
"desolation:ash_block_6","#F7E9A3","16247203"
"desolation:ash_block_8","#F7E9A3","16247203"
"desolation:ashbramble","#007C00","31744"
"desolation:charred_branches","#007C00","31744"
"desolation:charred_button","#8F7748","9402184"
"desolation:charred_door","#8F7748","9402184"
"desolation:charred_fence","#8F7748","9402184"
"desolation:charred_fence_gate","#8F7748","9402184"
"desolation:charred_planks","#8F7748","9402184"
