"Mod name","Registry name","Hardness","Resistance"
"Biomes O' Plenty","biomesoplenty:umbran_fence_gate",2.00,3.00
"Biomes O' Plenty","biomesoplenty:umbran_leaves",0.20,0.20
"Biomes O' Plenty","biomesoplenty:umbran_log",2.00,2.00
"Biomes O' Plenty","biomesoplenty:umbran_planks",2.00,3.00
"Biomes O' Plenty","biomesoplenty:umbran_pressure_plate",0.50,0.50
"Biomes O' Plenty","biomesoplenty:umbran_sapling",0.00,0.00
"Biomes O' Plenty","biomesoplenty:umbran_sign",1.00,1.00
"Biomes O' Plenty","biomesoplenty:umbran_slab",2.00,3.00
"Biomes O' Plenty","biomesoplenty:umbran_stairs",2.00,3.00
"Biomes O' Plenty","biomesoplenty:umbran_trapdoor",3.00,3.00
"Biomes O' Plenty","biomesoplenty:umbran_wall_sign",1.00,1.00
"Biomes O' Plenty","biomesoplenty:umbran_wood",2.00,2.00
"Biomes O' Plenty","biomesoplenty:violet",0.00,0.00
"Biomes O' Plenty","biomesoplenty:watergrass",0.00,0.00
"Biomes O' Plenty","biomesoplenty:webbing",0.00,0.00
"Biomes O' Plenty","biomesoplenty:white_cherry_leaves",0.20,0.20
"Biomes O' Plenty","biomesoplenty:white_cherry_sapling",0.00,0.00
"Biomes O' Plenty","biomesoplenty:white_sand",0.50,0.50
"Biomes O' Plenty","biomesoplenty:white_sandstone",0.80,0.80
"Biomes O' Plenty","biomesoplenty:white_sandstone_slab",0.80,0.80
"Biomes O' Plenty","biomesoplenty:white_sandstone_stairs",0.80,0.80
"Biomes O' Plenty","biomesoplenty:white_sandstone_wall",0.80,0.80
"Biomes O' Plenty","biomesoplenty:wildflower",0.00,0.00
"Biomes O' Plenty","biomesoplenty:willow_button",0.50,0.50
"Biomes O' Plenty","biomesoplenty:willow_door",3.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_fence",2.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_fence_gate",2.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_leaves",0.20,0.20
"Biomes O' Plenty","biomesoplenty:willow_log",2.00,2.00
"Biomes O' Plenty","biomesoplenty:willow_planks",2.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_pressure_plate",0.50,0.50
"Biomes O' Plenty","biomesoplenty:willow_sapling",0.00,0.00
"Biomes O' Plenty","biomesoplenty:willow_sign",1.00,1.00
"Biomes O' Plenty","biomesoplenty:willow_slab",2.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_stairs",2.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_trapdoor",3.00,3.00
"Biomes O' Plenty","biomesoplenty:willow_vine",0.20,0.20
"Biomes O' Plenty","biomesoplenty:willow_wall_sign",1.00,1.00
"Biomes O' Plenty","biomesoplenty:willow_wood",2.00,2.00
"Biomes O' Plenty","biomesoplenty:wilted_lily",0.00,0.00
"Biomes O' Plenty","biomesoplenty:yellow_autumn_leaves",0.20,0.20
"Biomes O' Plenty","biomesoplenty:yellow_autumn_sapling",0.00,0.00
"Born in Chaos","born_in_chaos_v1:argillite_lamp",0.60,0.50
"Born in Chaos","born_in_chaos_v1:black_argillite",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick",4.00,40.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_slab",4.00,40.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_slab_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_stairs",4.00,40.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_stairs_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_wall",4.00,40.00
"Born in Chaos","born_in_chaos_v1:black_argillite_brick_wall_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_button",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_column",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_column_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_column_slab",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_column_slab_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_slab",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_slab_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_stairs",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_stairs_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillite_wall",4.00,17.00
"Born in Chaos","born_in_chaos_v1:black_argillite_wall_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:black_argillitepressureplate",4.00,17.00
"Born in Chaos","born_in_chaos_v1:bundle_of_bones",2.00,4.00
"Born in Chaos","born_in_chaos_v1:c_black_argillite_brick_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:carved_black_argillite",4.00,17.00
"Born in Chaos","born_in_chaos_v1:carved_black_argillite_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:chipped_black_argillite_brick",4.00,40.00
"Born in Chaos","born_in_chaos_v1:closed_hound_trap",1.70,14.00
"Born in Chaos","born_in_chaos_v1:cultivated_pumpkin",1.00,1.00
"Born in Chaos","born_in_chaos_v1:cursed_scarlet_ornate_glass_pane",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:dark_grid",1.75,100.00
"Born in Chaos","born_in_chaos_v1:dark_metal_block",7.00,100.00
"Born in Chaos","born_in_chaos_v1:dark_metal_deposit",4.00,17.00
"Born in Chaos","born_in_chaos_v1:dark_stained_glass",1.00,1.00
"Born in Chaos","born_in_chaos_v1:dark_stained_glass_panel",1.00,1.00
"Born in Chaos","born_in_chaos_v1:evil_carved_pumpkin",1.00,1.00
"Born in Chaos","born_in_chaos_v1:fel_soil",0.60,20.00
"Born in Chaos","born_in_chaos_v1:fel_soil_destructible",0.60,20.00
"Born in Chaos","born_in_chaos_v1:fired_black_argillite",4.00,40.00
"Born in Chaos","born_in_chaos_v1:fired_black_argillite_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:flaming_evil_pumpkin",1.00,1.00
"Born in Chaos","born_in_chaos_v1:fragile_scorched_boards",2.00,2.00
"Born in Chaos","born_in_chaos_v1:gnawed_bones",0.90,5.00
"Born in Chaos","born_in_chaos_v1:green_stained_glass",1.00,1.00
"Born in Chaos","born_in_chaos_v1:green_stained_glass_panel",1.00,1.00
"Born in Chaos","born_in_chaos_v1:hound_trap",1.40,14.00
"Born in Chaos","born_in_chaos_v1:infected_deepslate_diamond_ore",4.50,3.00
"Born in Chaos","born_in_chaos_v1:infected_diamond_ore",3.00,3.00
"Born in Chaos","born_in_chaos_v1:infernal_evil_pumpkin",1.00,1.00
"Born in Chaos","born_in_chaos_v1:infernal_evil_pumpkin_s",1.00,1.00
"Born in Chaos","born_in_chaos_v1:marigolds",0.00,0.00
"Born in Chaos","born_in_chaos_v1:mesh_door",1.70,40.00
"Born in Chaos","born_in_chaos_v1:mossy_black_argillite_brick",4.00,40.00
"Born in Chaos","born_in_chaos_v1:mossy_black_argillite_brick_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:nightmare_stalker_skull",1.10,10.00
"Born in Chaos","born_in_chaos_v1:orange_stained_glass",1.00,1.00
"Born in Chaos","born_in_chaos_v1:orange_stained_glass_panel",1.00,1.00
"Born in Chaos","born_in_chaos_v1:pile_of_skulls",3.00,5.00
"Born in Chaos","born_in_chaos_v1:puddleofintoxication",0.00,20.00
"Born in Chaos","born_in_chaos_v1:purple_stained_glass",1.00,1.00
"Born in Chaos","born_in_chaos_v1:purple_stained_glass_panel",1.00,1.00
"Born in Chaos","born_in_chaos_v1:river_mint",0.00,0.00
"Born in Chaos","born_in_chaos_v1:scarlet_stained_glass",1.00,1.00
"Born in Chaos","born_in_chaos_v1:scarlet_stained_glass_panel",1.00,1.00
"Born in Chaos","born_in_chaos_v1:scorched_log",2.00,2.00
"Born in Chaos","born_in_chaos_v1:scorched_planks",2.00,2.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_button",0.50,0.50
"Born in Chaos","born_in_chaos_v1:scorched_planks_door",3.00,3.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_fence",2.00,2.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_fence_gate",2.00,2.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_pressure_plates",0.50,0.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_slab",2.00,2.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_stairs",2.00,2.00
"Born in Chaos","born_in_chaos_v1:scorched_planks_trapdoor",3.00,3.00
"Born in Chaos","born_in_chaos_v1:scorched_wood",2.00,2.00
"Born in Chaos","born_in_chaos_v1:smoldering_scorched_log",2.00,2.00
"Born in Chaos","born_in_chaos_v1:smoldering_scorched_wood",2.00,2.00
"Born in Chaos","born_in_chaos_v1:spiny_shell_trap",1.00,17.00
"Born in Chaos","born_in_chaos_v1:stained_black_argillite_brick",4.00,40.00
"Born in Chaos","born_in_chaos_v1:stained_black_argillite_brick_n",25.00,1000.00
"Born in Chaos","born_in_chaos_v1:stripped_scorched_log",2.00,2.00
"Born in Chaos","born_in_chaos_v1:stripped_scorched_wood",2.00,2.00
"Citadel","citadel:lectern",2.50,2.50
"Clayworks","clayworks:black_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:black_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:black_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:black_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:black_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:black_terracotta_slab",1.25,4.20
"Clayworks","clayworks:black_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:black_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:black_terracotta_wall",1.25,4.20
"Clayworks","clayworks:blue_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:blue_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:blue_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:blue_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:blue_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:blue_terracotta_slab",1.25,4.20
"Clayworks","clayworks:blue_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:blue_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:blue_terracotta_wall",1.25,4.20
"Clayworks","clayworks:brown_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:brown_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:brown_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:brown_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:brown_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:brown_terracotta_slab",1.25,4.20
"Clayworks","clayworks:brown_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:brown_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:brown_terracotta_wall",1.25,4.20
"Clayworks","clayworks:chiseled_black_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_blue_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_bricks",2.00,6.00
"Clayworks","clayworks:chiseled_brown_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_cyan_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_gray_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_green_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_light_blue_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_light_gray_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_lime_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_magenta_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_orange_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_pink_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_purple_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_red_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_white_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:chiseled_yellow_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_slab",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:cyan_terracotta_wall",1.25,4.20
"Clayworks","clayworks:glazed_terracotta",1.40,1.40
"Clayworks","clayworks:gray_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:gray_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:gray_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:gray_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:gray_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:gray_terracotta_slab",1.25,4.20
"Clayworks","clayworks:gray_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:gray_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:gray_terracotta_wall",1.25,4.20
"Clayworks","clayworks:green_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:green_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:green_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:green_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:green_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:green_terracotta_slab",1.25,4.20
"Clayworks","clayworks:green_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:green_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:green_terracotta_wall",1.25,4.20
"Clayworks","clayworks:kiln",3.50,3.50
"Clayworks","clayworks:light_blue_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_slab",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:light_blue_terracotta_wall",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_slab",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:light_gray_terracotta_wall",1.25,4.20
"Clayworks","clayworks:lime_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:lime_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:lime_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:lime_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:lime_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:lime_terracotta_slab",1.25,4.20
"Clayworks","clayworks:lime_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:lime_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:lime_terracotta_wall",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_slab",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:magenta_terracotta_wall",1.25,4.20
"Clayworks","clayworks:orange_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:orange_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:orange_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:orange_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:orange_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:orange_terracotta_slab",1.25,4.20
"Clayworks","clayworks:orange_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:orange_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:orange_terracotta_wall",1.25,4.20
"Clayworks","clayworks:pink_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:pink_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:pink_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:pink_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:pink_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:pink_terracotta_slab",1.25,4.20
"Clayworks","clayworks:pink_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:pink_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:pink_terracotta_wall",1.25,4.20
"Clayworks","clayworks:purple_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:purple_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:purple_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:purple_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:purple_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:purple_terracotta_slab",1.25,4.20
"Clayworks","clayworks:purple_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:purple_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:purple_terracotta_wall",1.25,4.20
"Clayworks","clayworks:red_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:red_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:red_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:red_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:red_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:red_terracotta_slab",1.25,4.20
"Clayworks","clayworks:red_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:red_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:red_terracotta_wall",1.25,4.20
"Clayworks","clayworks:terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:terracotta_bricks",1.25,4.20
"Clayworks","clayworks:terracotta_slab",1.25,4.20
"Clayworks","clayworks:terracotta_stairs",1.25,4.20
"Clayworks","clayworks:terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:terracotta_wall",1.25,4.20
"Clayworks","clayworks:white_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:white_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:white_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:white_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:white_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:white_terracotta_slab",1.25,4.20
"Clayworks","clayworks:white_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:white_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:white_terracotta_wall",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_brick_slab",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_brick_stairs",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_brick_vertical_slab",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_brick_wall",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_bricks",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_slab",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_stairs",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_vertical_slab",1.25,4.20
"Clayworks","clayworks:yellow_terracotta_wall",1.25,4.20
"CoFH Core","cofh_core:ender_air",0.00,0.00
"CoFH Core","cofh_core:glossed_magma",0.50,0.50
"CoFH Core","cofh_core:glow_air",0.00,0.00
"CoFH Core","cofh_core:lightning_air",0.00,0.00
"CoFH Core","cofh_core:signal_air",0.00,0.00
"Copper & Tuff Backport","copperandtuffbackport:chiseled_copper",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:chiseled_tuff",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:chiseled_tuff_bricks",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:copper_bulb",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:copper_door",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:copper_grate",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:copper_trapdoor",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:exposed_chiseled_copper",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:exposed_copper_bulb",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:exposed_copper_door",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:exposed_copper_grate",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:exposed_copper_trapdoor",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:oxidized_chiseled_copper",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:oxidized_copper_bulb",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:oxidized_copper_door",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:oxidized_copper_grate",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:oxidized_copper_trapdoor",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:polished_tuff",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:polished_tuff_slab",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:polished_tuff_stairs",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:polished_tuff_wall",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_brick_slab",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_brick_stairs",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_brick_wall",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_bricks",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_slab",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_stairs",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:tuff_wall",1.50,6.00
"Copper & Tuff Backport","copperandtuffbackport:waxed_chiseled_copper",3.00,6.00
"Copper & Tuff Backport","copperandtuffbackport:waxed_copper_bulb",3.00,6.00
